Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
[BOOK][B] Hierarchical modeling and analysis for spatial data,"S Banerjee, BP Carlin, AE Gelfand - 2014 - books.google.com","… The first case is often referred to as geocoded or geostatistical data, names apparently 
arising from the long history of these types of problems in mining and other geological sciences. …",https://books.google.com/books?hl=en&lr=&id=WVHRBQAAQBAJ&oi=fnd&pg=PP1&dq=Data+Science&ots=ApA_qkLKq6&sig=Mv0A-0xKQ5OiTKCFnsRsAHq48Wo,4307,9,"https://scholar.google.com/scholar?q=related:Xt_FKIvyfxsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Real-time DNA sequencing from single polymerase molecules,"J Eid, A Fehr, J Gray, K Luong, J Lyle, G Otto, P Peluso… - Science, 2009 - science.org","… -time sequencing data … data report directly on polymerase dynamics, revealing distinct 
polymerization states and pause sites corresponding to DNA secondary structure. Sequence data …",https://www.science.org/doi/abs/10.1126/science.1162986,4255,16,"https://scholar.google.com/scholar?q=related:Ft6F-I44oYMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Representation and understanding: Studies in cognitive science,"A Collins, DG Bobrow - 2017 - books.google.com","… issues to the attention of all workers in those fields related to cognitive science. … data 
describing some situation, synthesize a contingent knowledge structure which places the input data …",https://books.google.com/books?hl=en&lr=&id=JImLBQAAQBAJ&oi=fnd&pg=PP1&dq=Data+Science&ots=g3rWi4add2&sig=AAgpYR7A3JWG9_rIArEUSCypnDk,1015,4,"https://scholar.google.com/scholar?q=related:Q7KXyEvB8XcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Demographic science aids in understanding the spread and fatality rates of COVID-19,"JB Dowd, L Andriano, DM Brazel… - … of Sciences, 2020 - National Acad Sciences","… We also call for countries to provide case and fatality data disaggregated by age and sex 
to improve real-time targeted forecasting of hospitalization and critical care needs. …",https://www.pnas.org/doi/abs/10.1073/pnas.2004911117,979,33,"https://scholar.google.com/scholar?q=related:eyJKvD0peO0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Information technology effects on firm performance as measured by Tobin's q,"AS Bharadwaj, SG Bharadwaj… - … science, 1999 - pubsonline.informs.org","… The results based on data from 1988–1993 indicate that, in all of the five years, the 
inclusion of the IT expenditure variable in the model increased the variance explained in q …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.45.7.1008,1698,11,"https://scholar.google.com/scholar?q=related:gFSZSc3Vap0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Networks, diversity, and productivity: The social capital of corporate R&D teams","R Reagans, EW Zuckerman - Organization science, 2001 - pubsonline.informs.org","… Our analysis of data on the social networks, organizational tenure, and productivity of 224 
corporate R…D teams indicates that both network variables help account for team productivity. …",https://pubsonline.informs.org/doi/abs/10.1287/orsc.12.4.502.10637,2159,11,"https://scholar.google.com/scholar?q=related:m_bPcQSLef0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
When competition eclipses cooperation: An event history analysis of joint venture failure,"SH Park, MV Russo - Management science, 1996 - pubsonline.informs.org","… Using a data base on electronics industry ventures and event history analysis, we identify 
several predictors of joint venture failure and test for their influences. A key finding is that the …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.42.6.875,1222,14,"https://scholar.google.com/scholar?q=related:tZwM8xEkwrMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[HTML][HTML] 5.1 science learning environments: Assessment, effects and determinants","BJ Fraser - International handbook of science …, 1998 - surveylearning.moodle.com","… This section reports typical validation data for selected classroom environment scales. Table 
2 provides a summary of a limited amount of statistical information for the nine instruments (…",https://surveylearning.moodle.com/cles/papers/Handbook98.htm,965,2,"https://scholar.google.com/scholar?q=related:xgrcwEMapKAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Trapped in your own net? Network cohesion, structural holes, and the adaptation of social capital","M Gargiulo, M Benassi - Organization science, 2000 - pubsonline.informs.org","This paper explores the tension between two opposite views on how networks create social 
capital. Network closure (Coleman 1988) stresses the role of cohesive ties in fostering a …",https://pubsonline.informs.org/doi/abs/10.1287/orsc.11.2.183.12514,1951,15,"https://scholar.google.com/scholar?q=related:XPZLQsS0LnEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Introduction to Cryospheric Science,"D Qin, T Yao, Y Ding, J Ren - 2021 - books.google.com","… This book is the third series on Cryospheric Science which was published by academician 
Qin Dahe and other scientists … By combining these data and information together with data …",https://books.google.com/books?hl=en&lr=&id=e5dIEAAAQBAJ&oi=fnd&pg=PR5&dq=Data+Science&ots=sXbCcrBmY1&sig=gDztN1gbgKwY30c_44dOVrirhp4,31,2,"https://scholar.google.com/scholar?q=related:U6XXhJQEdxAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
genalex 6: genetic analysis in Excel. Population genetic software for teaching and research,"ROD Peakall, PE Smouse - Molecular ecology notes, 2006 - Wiley Online Library","… genetic data analysis of codominant, haploid and binary genetic data. … data import, options 
are provided for combining data … final data sets can be merged with separate population data. …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1471-8286.2005.01155.x,24568,30,"https://scholar.google.com/scholar?q=related:iIVcGjuMWmIJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Big data: Issues and challenges moving forward,"S Kaisler, F Armour, JA Espinosa… - … on system sciences, 2013 - ieeexplore.ieee.org","… Data science is exploratory and useful in getting to know the data, but “analytic science” … 
With the advent of numerous social media sites, there is a trend in big data analytics towards …",https://ieeexplore.ieee.org/abstract/document/6479953/,1366,7,"https://scholar.google.com/scholar?q=related:83fXtjbIR_oJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Exploring the relations of inquiry-based teaching to science achievement and dispositions in 54 countries,"D Cairns, S Areepattamannil - Research in science education, 2019 - Springer","… science teaching with students’ dispositions toward science (eg, Palmer 2009). Hence, the 
present study, drawing on data … science teaching with students’ achievement in science and …",https://link.springer.com/article/10.1007/s11165-017-9639-x,171,6,"https://scholar.google.com/scholar?q=related:lS_zo3v8AhsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Information privacy concerns, procedural fairness, and impersonal trust: An empirical investigation","MJ Culnan, PK Armstrong - Organization science, 1999 - pubsonline.informs.org","This research addresses the tensions that arise between the collection and use of personal 
information that people provide in the course of most consumer transactions, and privacy. In …",https://pubsonline.informs.org/doi/abs/10.1287/orsc.10.1.104,2300,14,"https://scholar.google.com/scholar?q=related:4CbEkhbAgQAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Building dynamic capabilities: Innovation driven by individual-, firm-, and network-level effects","FT Rothaermel, AM Hess - Organization science, 2007 - pubsonline.informs.org","Following the dynamic capabilities perspective, we suggest that antecedents to innovation 
can be found at the individual, firm, and network levels. Thus, we challenge two assumptions …",https://pubsonline.informs.org/doi/abs/10.1287/orsc.1070.0291,1363,20,"https://scholar.google.com/scholar?q=related:91cHTOB5YUQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The measurement of place attachment: Validity and generalizability of a psychometric approach,"DR Williams, JJ Vaske - Forest science, 2003 - academic.oup.com","… Confirmatory factor analysis of these four data sets demonstrated that subjects distinguish 
… Generalizability analysis of the Colorado data provided additional evidence for the two-…",https://academic.oup.com/forestscience/article-abstract/49/6/830/4617493,2029,8,"https://scholar.google.com/scholar?q=related:KGinQPmpBoMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
How scientists think: On-line creativity and conceptual change in science.,K Dunbar - 1997 - psycnet.apa.org,"… Data on 2 1 scientists in the four laboratories were collected, as well as data from the 4 
senior scientists… My current analyses focus on the 4 senior scientists and 19 scientists in the …",https://psycnet.apa.org/record/1997-08479-017,845,14,"https://scholar.google.com/scholar?q=related:ROKwJDh8rzkJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Bioenergetics and the determination of home range size,"BK McNab - The American Naturalist, 1963 - journals.uchicago.edu","… Data from mammals are used in this paper, since this … data that form the basis for this 
analysis were principally taken from Burt (1948) and Fitch (1958), but were supplemented by data …",https://www.journals.uchicago.edu/doi/abs/10.1086/282264,1574,5,"https://scholar.google.com/scholar?q=related:IzwXT_YV2S8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Migratory movements, depth preferences, and thermal biology of Atlantic bluefin tuna","BA Block, H Dewar, SB Blackwell, TD Williams… - Science, 2001 - science.org","… The deployment of electronic data storage tags that are surgically … The electronic tagging 
data provide insights into the seasonal … These data are critical for the future management and …",https://www.science.org/doi/abs/10.1126/science.1061197,892,30,"https://scholar.google.com/scholar?q=related:f_caLMr67mcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Control of synapse number by glia,"EM Ullian, SK Sapperstein, KS Christopherson… - science, 2001 - science.org","Although astrocytes constitute nearly half of the cells in our brain, their function is a long-standing 
neurobiological mystery. Here we show by quantal analyses, FM1-43 imaging, …",https://www.science.org/doi/abs/10.1126/science.291.5504.657,1740,17,"https://scholar.google.com/scholar?q=related:YTlteRrVF2sJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[PDF][PDF] Data analysis in social psychology,"N Bolger, D Gilbert, S Fiske, G Lindzey - Handbook of social …, 1998 - academia.edu","… These new techniques are replacing the data-analytic … in the social and behavioral sciences 
over the last 25 years. Its … I Similarly, major strides have been made in the analysis of data …",https://www.academia.edu/download/30569818/kenny1998.pdf,4589,3,"https://scholar.google.com/scholar?q=related:_kvZJAbX8R8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Indices of multilocus linkage disequilibrium,"PM Agapow, A Burt - Molecular Ecology Notes, 2001 - Wiley Online Library","… data, the observed data set be compared to randomized ones in which the missing data have 
been fixed in place and the true data … missing data is also replicated in all randomized data …",https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1471-8278.2000.00014.x,1230,4,"https://scholar.google.com/scholar?q=related:5uCnkhSFlB8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Aquatic animal telemetry: a panoramic window into the underwater world,"NE Hussey, ST Kessel, K Aarestrup, SJ Cooke… - Science, 2015 - science.org","… scales (ocean basins), data sharing, and data assimilation. The continued advancement of 
… for global telemetry data and will promote a transparent environment for data sharing that …",https://www.science.org/doi/abs/10.1126/science.1255642,1147,20,"https://scholar.google.com/scholar?q=related:4K5ow51jPMAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
How many imputations are really needed? Some practical clarifications of multiple imputation theory,"JW Graham, AE Olchowski, TD Gilreath - Prevention science, 2007 - Springer","… most common approaches to missing data analysis. In theory, … that are important to prevention 
scientists. MI theory suggests … missing data relative to those with complete data increased. …",https://link.springer.com/article/10.1007/s11121-007-0070-9,2910,13,"https://scholar.google.com/scholar?q=related:uPA77DQTzvwJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
